,wilcox_stat,wilcox_pval,cohens_d,adjusted_pval,metadata_r_id,reaction_name,formula,associated_genes,subsystem,EC_number,confidence
RDH3a_pos,846.0,0.024429771215977253,0.3634059881898059,0.10787064520027795,RDH3a,"retinol dehydrogenase (11-cis,NADPH)","1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * 11-cis-retinol [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * 11-cis-retinal [c]
RDH11; RDH12; RDH13; RDH14; SDR16C5",RDH11; RDH12; RDH13; RDH14; SDR16C5,Vitamin A metabolism,1.1.1.105,4.0
RDH4_pos,776.0,0.14409162499280112,0.38626513577914634,0.2739711286959428,RDH4,"retinol dehydrogenase (13-cis,NADH)","1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * 13-cis-retinol [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * 13-cis-retinal [c]
RDH5",RDH5,Vitamin A metabolism,1.1.1.105,4.0
RE0344C_neg,660.0,0.8789691857889075,-0.010439488717655206,0.9093024583078219,RE0344C,RE0344,"1.00 * Water [c] + 1.00 * Stearoyl-CoA (n-C18:0CoA) [c] --> 1.00 * proton [c] + 1.00 * Coenzyme A [c] + 1.00 * octadecanoate (n-C18:0) [c]
ACOT2; ACOT6; BAAT",ACOT2; ACOT6; BAAT,Fatty acid synthesis,3.1.2.2,0.0
RE0344C_pos,879.0,0.008727892070923206,0.1369245962812404,0.059849711105438776,RE0344C,RE0344,"1.00 * Water [c] + 1.00 * Stearoyl-CoA (n-C18:0CoA) [c] --> 1.00 * proton [c] + 1.00 * Coenzyme A [c] + 1.00 * octadecanoate (n-C18:0) [c]
ACOT2; ACOT6; BAAT",ACOT2; ACOT6; BAAT,Fatty acid synthesis,3.1.2.2,0.0
RE0383C_neg,781.0,0.12923613663721678,0.28267039919081066,0.25890807876278715,RE0383C,RE0383,"1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * L-gulonate [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * D-glucuronate [c]
AKR1A1",AKR1A1,Miscellaneous,1.1.1.2,0.0
RE0383C_pos,1163.0,5.678173406523718e-09,0.8004499295640686,3.092238600969375e-06,RE0383C,RE0383,"1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * L-gulonate [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * D-glucuronate [c]
AKR1A1",AKR1A1,Miscellaneous,1.1.1.2,0.0
RE0452M_neg,868.0,0.012473570487036165,0.4259155503376898,0.07094411064645896,RE0452M,RE0452,"1.00 * dATP [m] + 1.00 * dTMP [m] --> 1.00 * dADP [m] + 1.00 * dTDP [m]
No genes",,Pyrimidine synthesis,2.7.4.9,0.0
RE0452M_pos,768.0,0.17053562596937422,0.20407663228598216,0.30558001527553075,RE0452M,RE0452,"1.00 * dATP [m] + 1.00 * dTMP [m] --> 1.00 * dADP [m] + 1.00 * dTDP [m]
No genes",,Pyrimidine synthesis,2.7.4.9,0.0
RE0453C_neg,930.0,0.0013848134323047707,0.1002520749596397,0.014691161980700774,RE0453C,RE0453,"1.00 * dATP [c] + 1.00 * dTDP [c] --> 1.00 * dADP [c] + 1.00 * dTTP [c]
No genes",,Pyrimidine synthesis,2.7.4.6,0.0
RE0453C_pos,930.0,0.0013848134323047707,0.17427831843933486,0.014691161980700774,RE0453C,RE0453,"1.00 * dATP [c] + 1.00 * dTDP [c] --> 1.00 * dADP [c] + 1.00 * dTTP [c]
No genes",,Pyrimidine synthesis,2.7.4.6,0.0
RE0453M_neg,766.0,0.17768239334490465,0.254968695657788,0.312390218054601,RE0453M,RE0453,"1.00 * dATP [m] + 1.00 * dTDP [m] --> 1.00 * dADP [m] + 1.00 * dTTP [m]
NME4",NME4,Pyrimidine synthesis,2.7.4.6,0.0
RE0453M_pos,755.0,0.2210093690314341,0.19387142240146465,0.3541677848505203,RE0453M,RE0453,"1.00 * dATP [m] + 1.00 * dTDP [m] --> 1.00 * dADP [m] + 1.00 * dTTP [m]
NME4",NME4,Pyrimidine synthesis,2.7.4.6,0.0
RE0453N_neg,1038.0,1.0054106894117612e-05,1.1174838864333019,0.00028591871659740947,RE0453N,RE0453,"1.00 * dATP [n] + 1.00 * dTDP [n] --> 1.00 * dADP [n] + 1.00 * dTTP [n]
GM20390; NME2",GM20390; NME2,Pyrimidine synthesis,2.7.4.6,0.0
RE0453N_pos,1038.0,1.0054106894117612e-05,1.1174838864333019,0.00028591871659740947,RE0453N,RE0453,"1.00 * dATP [n] + 1.00 * dTDP [n] --> 1.00 * dADP [n] + 1.00 * dTTP [n]
GM20390; NME2",GM20390; NME2,Pyrimidine synthesis,2.7.4.6,0.0
RE0456M_neg,843.0,0.026659807453770237,0.3979139588418757,0.11298433314551784,RE0456M,RE0456,"1.00 * UTP [m] + 1.00 * Reduced thioredoxin [m] --> 1.00 * Water [m] + 1.00 * dUTP [m] + 1.00 * Oxidized thioredoxin [m]
No genes",,Pyrimidine synthesis,1.17.4.1,0.0
RE0512M_pos,812.0,0.06193063821391844,0.3136631531047312,0.17542987461116472,RE0512M,RE0512,"1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * (3S)-3-hydroxylinoleoyl-CoA [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * 3-oxolinoleoyl-CoA [m]
EHHADH; HADH; HADHA; HADHB; HSD17B10; HSD17B4",EHHADH; HADH; HADHA; HADHB; HSD17B10; HSD17B4,Fatty acid oxidation,1.1.1.35,0.0
RE0577C_neg,810.0,0.06514925022960544,0.2978193503788646,0.18024993660053834,RE0577C,RE0577,"1.00 * Water [c] + 1.00 * arachidyl coenzyme A [c] --> 1.00 * proton [c] + 1.00 * Coenzyme A [c] + 1.00 * arachidate [c]
ACOT2; ACOT6; BAAT",ACOT2; ACOT6; BAAT,Fatty acid synthesis,3.1.2.2,0.0
RE0577C_pos,873.0,0.010623224656716928,0.3558360491462848,0.06398412270197706,RE0577C,RE0577,"1.00 * Water [c] + 1.00 * arachidyl coenzyme A [c] --> 1.00 * proton [c] + 1.00 * Coenzyme A [c] + 1.00 * arachidate [c]
ACOT2; ACOT6; BAAT",ACOT2; ACOT6; BAAT,Fatty acid synthesis,3.1.2.2,0.0
RE0688E_pos,717.0,0.42648579645928475,0.0786450261338139,0.5293608128891597,RE0688E,RE0688,"1.00 * Water [e] + 1.00 * spermine(4+) [e] + 1.00 * O2 [e] --> 1.00 * Ammonium [e] + 1.00 * Hydrogen peroxide [e] + 1.00 * spermine monoaldehyde [e]
AOC1",AOC1,Urea cycle,1.4.3.6,0.0
RE0689E_pos,714.0,0.44642987384554234,0.062413746890855444,0.5469477363293249,RE0689E,RE0689,"1.00 * Water [e] + 1.00 * O2 [e] + 1.00 * Spermidine [e] --> 1.00 * Ammonium [e] + 1.00 * Hydrogen peroxide [e] + 1.00 * spermidine monoaldehyde 2 [e]
AOC1",AOC1,Urea cycle,1.4.3.6,0.0
RE0690E_pos,711.0,0.46689442586017915,0.05923888657885588,0.564297220824167,RE0690E,RE0690,"1.00 * Water [e] + 1.00 * O2 [e] + 1.00 * spermidine monoaldehyde 2 [e] --> 1.00 * Ammonium [e] + 1.00 * Hydrogen peroxide [e] + 1.00 * spermidine dialdehyde [e]
AOC1",AOC1,Urea cycle,1.4.3.6,0.0
RE0702E_neg,831.0,0.003370645199919794,0.7122923399880388,0.029175054809901794,RE0702E,RE0702,"1.00 * proton [e] + 1.00 * Hydrogen peroxide [e] + 1.00 * thiocyanate [e] --> 1.00 * Water [e] + 1.00 * hypothiocyanite [e]
LPO",LPO,Miscellaneous,1.8.1.4,0.0
RE0702E_pos,778.0,0.13799953670087406,0.23717900679898343,0.27041288525943386,RE0702E,RE0702,"1.00 * proton [e] + 1.00 * Hydrogen peroxide [e] + 1.00 * thiocyanate [e] --> 1.00 * Water [e] + 1.00 * hypothiocyanite [e]
LPO",LPO,Miscellaneous,1.8.1.4,0.0
RE0827E_pos,698.0,0.5613044367103988,0.05512913121206891,0.6500309221872153,RE0827E,RE0827,"1.00 * Water [e] + 1.00 * O2 [e] + 1.00 * spermine monoaldehyde [e] --> 1.00 * Ammonium [e] + 1.00 * Hydrogen peroxide [e] + 1.00 * spermine dialdehyde [e]
AOC1",AOC1,Urea cycle,1.4.3.6,0.0
RE0828E_pos,714.0,0.44642987384554234,0.062413746890855444,0.5469477363293249,RE0828E,RE0828,"1.00 * Water [e] + 1.00 * O2 [e] + 1.00 * Spermidine [e] --> 1.00 * Ammonium [e] + 1.00 * Hydrogen peroxide [e] + 1.00 * spermidine monoaldehyde 1 [e]
AOC1",AOC1,Urea cycle,1.4.3.6,0.0
RE0830N_neg,931.0,0.0013316158918292422,0.5841702289938867,0.014195937770153504,RE0830N,RE0830,"1.00 * 4a-hydroxytetrahydrobiopterin [n] --> 1.00 * Water [n] + 1.00 * quinonoid dihydrobiopterin [n]
PCBD1; PCBD2",PCBD1; PCBD2,Tetrahydrobiopterin metabolism,4.2.1.96,0.0
RE0830N_pos,931.0,0.0013316158918292422,0.5841702289938867,0.014195937770153504,RE0830N,RE0830,"1.00 * 4a-hydroxytetrahydrobiopterin [n] --> 1.00 * Water [n] + 1.00 * quinonoid dihydrobiopterin [n]
PCBD1; PCBD2",PCBD1; PCBD2,Tetrahydrobiopterin metabolism,4.2.1.96,0.0
RE0908C_pos,838.0,0.03076767866936842,0.35705038855746224,0.12558824491213158,RE0908C,RE0908,"1.00 * Water [c] + 1.00 * 3,3'-diiodo-L-thyronine 4'-O-sulfate [c] --> 1.00 * proton [c] + 1.00 * sulfate [c] + 1.00 * 3,3'-diiodo-L-thyronine [c]
No genes",,Tyrosine metabolism,3.1.6.2,0.0
RE0915E_neg,401.0,0.005817592956213733,-0.5825123290321043,0.04477970549924234,RE0915E,RE0915,"1.00 * Water [e] + 1.00 * Maltotetraose [e] --> 1.00 * D-glucose [e] + 1.00 * maltotriose [e]
AMY2A5; LYZL1",AMY2A5; LYZL1,Starch and sucrose metabolism,3.2.1.1,0.0
RE0915E_pos,411.0,0.008166870739729043,-0.5790826199825885,0.05726448528340053,RE0915E,RE0915,"1.00 * Water [e] + 1.00 * Maltotetraose [e] --> 1.00 * D-glucose [e] + 1.00 * maltotriose [e]
AMY2A5; LYZL1",AMY2A5; LYZL1,Starch and sucrose metabolism,3.2.1.1,0.0
RE0926E_neg,401.0,0.005817592956213733,-0.585035908320681,0.04477970549924234,RE0926E,RE0926,"1.00 * Water [e] + 1.00 * maltopentaose [e] --> 1.00 * D-glucose [e] + 1.00 * Maltotetraose [e]
AMY2A5; LYZL1",AMY2A5; LYZL1,Starch and sucrose metabolism,3.2.1.1,0.0
RE0926E_pos,411.0,0.008166870739729043,-0.5786098152232861,0.05726448528340053,RE0926E,RE0926,"1.00 * Water [e] + 1.00 * maltopentaose [e] --> 1.00 * D-glucose [e] + 1.00 * Maltotetraose [e]
AMY2A5; LYZL1",AMY2A5; LYZL1,Starch and sucrose metabolism,3.2.1.1,0.0
RE0935E_neg,401.0,0.005817592956213733,-0.5869765883927708,0.04477970549924234,RE0935E,RE0935,"1.00 * Water [e] + 1.00 * Maltohexaose [e] --> 1.00 * D-glucose [e] + 1.00 * maltopentaose [e]
AMY2A5; LYZL1",AMY2A5; LYZL1,Starch and sucrose metabolism,3.2.1.1,0.0
RE0935E_pos,412.0,0.008443214960880484,-0.5891127862880722,0.05808043133616206,RE0935E,RE0935,"1.00 * Water [e] + 1.00 * Maltohexaose [e] --> 1.00 * D-glucose [e] + 1.00 * maltopentaose [e]
AMY2A5; LYZL1",AMY2A5; LYZL1,Starch and sucrose metabolism,3.2.1.1,0.0
RE0944E_neg,401.0,0.005817592956213733,-0.5885550547975005,0.04477970549924234,RE0944E,RE0944,"1.00 * Water [e] + 1.00 * maltoheptaose [e] --> 1.00 * D-glucose [e] + 1.00 * Maltohexaose [e]
AMY2A5; LYZL1",AMY2A5; LYZL1,Starch and sucrose metabolism,3.2.1.1,0.0
RE0944E_pos,412.0,0.008443214960880484,-0.5769308559560836,0.05808043133616206,RE0944E,RE0944,"1.00 * Water [e] + 1.00 * maltoheptaose [e] --> 1.00 * D-glucose [e] + 1.00 * Maltohexaose [e]
AMY2A5; LYZL1",AMY2A5; LYZL1,Starch and sucrose metabolism,3.2.1.1,0.0
RE0958E_neg,401.0,0.005817592956213733,-0.5825123290321045,0.04477970549924234,RE0958E,RE0958,"1.00 * Water [e] + 1.00 * maltodecaose [e] --> 1.00 * D-glucose [e] + 1.00 * maltononaose [e]
AMY2A5; LYZL1",AMY2A5; LYZL1,Starch and sucrose metabolism,3.2.1.1,0.0
RE0958E_pos,412.0,0.008443214960880484,-0.5801810621306437,0.05808043133616206,RE0958E,RE0958,"1.00 * Water [e] + 1.00 * maltodecaose [e] --> 1.00 * D-glucose [e] + 1.00 * maltononaose [e]
AMY2A5; LYZL1",AMY2A5; LYZL1,Starch and sucrose metabolism,3.2.1.1,0.0
RE1100C_pos,844.0,0.025897675477962966,0.32922162191350557,0.11039876663306457,RE1100C,RE1100,"1.00 * Water [c] + 1.00 * cholesterol sulfate [c] --> 1.00 * proton [c] + 1.00 * cholesterol [c] + 1.00 * sulfate [c]
No genes",,Steroid metabolism,3.1.6.2,0.0
RE1135C_pos,847.0,0.023723249479090852,0.32322107963252894,0.10677096098199637,RE1135C,RE1135,"1.00 * Water [c] + 1.00 * pregnenolone sulfate [c] --> 1.00 * proton [c] + 1.00 * sulfate [c] + 1.00 * pregnenolone [c]
No genes",,Steroid metabolism,3.1.6.2,0.0
RE1233C_neg,522.5,0.04462491349205095,-0.40166093542550546,0.15405378218201424,RE1233C,RE1233,"1.00 * 2-Oxoglutarate [c] + 1.00 * L-kynurenine [c] --> 1.00 * Water [c] + 1.00 * L-glutamate(1-) [c] + 1.00 * kynurenate [c]
KYAT1",KYAT1,Tryptophan metabolism,2.6.1.7,0.0
RE1254C_pos,722.0,0.3944260853675353,0.10522570939075382,0.5054067584072242,RE1254C,RE1254,"1.00 * Water [c] + 1.00 * proton [c] + 1.00 * 1-piperideine-6-carboxylate [c] --> 1.00 * L-allysine [c]
No genes",,Lysine metabolism,1.14.17.1,0.0
RE1342C_neg,900.0,0.004244345194553876,0.7293430850164064,0.03551446331166399,RE1342C,RE1342,"1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * D-glucitol [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * D-glucose [c]
No genes",,Fructose and mannose metabolism,1.1.1.21,0.0
RE1342C_pos,849.0,0.022363228897012387,0.4808078121821952,0.10226990961649822,RE1342C,RE1342,"1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * D-glucitol [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * D-glucose [c]
No genes",,Fructose and mannose metabolism,1.1.1.21,0.0
RE1441R_pos,775.0,0.14721397969617997,0.2986768398925017,0.27812759679518245,RE1441R,RE1441,"1.00 * ATP [r] + 1.00 * 1-phosphatidyl-1D-myo-inositol(1-) [r] --> 1.00 * ADP [r] + 1.00 * proton [r] + 1.00 * 1-phosphatidyl-1D-myo-inositol 5-phosphate(3-) [r]
PIP4K2A; PIP4K2B; PIP4K2C",PIP4K2A; PIP4K2B; PIP4K2C,Phosphatidylinositol phosphate metabolism,2.7.1.68,0.0
RE1447M_pos,800.0,0.08337412080569187,0.21822020018412716,0.2056037281000741,RE1447M,RE1447,"1.00 * Water [m] + 1.00 * phosphatidylinositol 4,5-bisphosphate [m] --> 1.00 * hydrogenphosphate [m] + 1.00 * 1-phosphatidyl-1D-myo-inositol 5-phosphate(3-) [m]
OXSM",OXSM,Phosphatidylinositol phosphate metabolism,3.1.3.66,0.0
RE1447N_pos,981.0,0.00016125553971379933,0.9126600326441806,0.0024114529794729486,RE1447N,RE1447,"1.00 * Water [n] + 1.00 * phosphatidylinositol 4,5-bisphosphate [n] --> 1.00 * hydrogenphosphate [n] + 1.00 * 1-phosphatidyl-1D-myo-inositol 5-phosphate(3-) [n]
No genes",,Phosphatidylinositol phosphate metabolism,3.1.3.66,0.0
RE1448N_neg,516.0,0.14409162499280112,-0.3620567762945555,0.2739711286959428,RE1448N,RE1448,"1.00 * Water [n] + 1.00 * 1-phosphatidyl-1D-myo-inositol 5-phosphate(3-) [n] --> 1.00 * 1-phosphatidyl-1D-myo-inositol(1-) [n] + 1.00 * hydrogenphosphate [n]
No genes",,Phosphatidylinositol phosphate metabolism,3.1.3.67,0.0
RE1448N_pos,981.0,0.00016125553971379933,0.9126600326441828,0.0024114529794729486,RE1448N,RE1448,"1.00 * Water [n] + 1.00 * 1-phosphatidyl-1D-myo-inositol 5-phosphate(3-) [n] --> 1.00 * 1-phosphatidyl-1D-myo-inositol(1-) [n] + 1.00 * hydrogenphosphate [n]
No genes",,Phosphatidylinositol phosphate metabolism,3.1.3.67,0.0
RE1448R_pos,775.0,0.14721397969617997,0.2986768398924921,0.27812759679518245,RE1448R,RE1448,"1.00 * Water [r] + 1.00 * 1-phosphatidyl-1D-myo-inositol 5-phosphate(3-) [r] --> 1.00 * hydrogenphosphate [r] + 1.00 * 1-phosphatidyl-1D-myo-inositol(1-) [r]
TPTE",TPTE,Phosphatidylinositol phosphate metabolism,3.1.3.67,0.0
RE1516M_pos,812.0,0.06193063821391844,0.31366315310473136,0.17542987461116472,RE1516M,RE1516,"1.00 * Flavin adenine dinucleotide oxidized [m] + 1.00 * linoleic coenzyme A [m] --> 1.00 * Flavin adenine dinucleotide reduced [m] + 1.00 * trans,cis,cis-2,9,12-octadecatrienoyl-CoA [m]
ACADL; ACOX1",ACADL; ACOX1,Fatty acid oxidation,1.3.99.13,0.0
RE1517M_pos,812.0,0.06193063821391844,0.31366315310473153,0.17542987461116472,RE1517M,RE1517,"1.00 * Flavin adenine dinucleotide oxidized [m] + 1.00 * cis,cis-palmito-7,10-dienoyl-CoA [m] --> 1.00 * Flavin adenine dinucleotide reduced [m] + 1.00 * trans,cis,cis-2,7,10-hexadecatrienoyl-CoA [m]
ACADL; ACOX1",ACADL; ACOX1,Fatty acid oxidation,1.3.99.13,0.0
RE1518M_neg,776.0,0.14409162499280112,0.1036161107417316,0.2739711286959428,RE1518M,RE1518,"1.00 * Flavin adenine dinucleotide oxidized [m] + 1.00 * cis,cis-myristo-5,8-dienoyl-CoA [m] --> 1.00 * Flavin adenine dinucleotide reduced [m] + 1.00 * trans-2-cis,cis-5,8-tetradecatrienoyl-CoA [m]
ACADL; ACOX1",ACADL; ACOX1,Fatty acid oxidation,1.3.99.13,0.0
RE1518M_pos,803.0,0.07751762233119476,0.2962469904552132,0.19521297184368314,RE1518M,RE1518,"1.00 * Flavin adenine dinucleotide oxidized [m] + 1.00 * cis,cis-myristo-5,8-dienoyl-CoA [m] --> 1.00 * Flavin adenine dinucleotide reduced [m] + 1.00 * trans-2-cis,cis-5,8-tetradecatrienoyl-CoA [m]
ACADL; ACOX1",ACADL; ACOX1,Fatty acid oxidation,1.3.99.13,0.0
RE1519M_neg,776.0,0.14409162499280112,0.10361611074173158,0.2739711286959428,RE1519M,RE1519,"1.00 * Flavin adenine dinucleotide oxidized [m] + 1.00 * cis-deca-4-enoyl-CoA [m] --> 1.00 * Flavin adenine dinucleotide reduced [m] + 1.00 * trans,cis-deca-2,4-dienoyl-CoA [m]
ACADL; ACOX1",ACADL; ACOX1,Fatty acid oxidation,1.3.99.13,0.0
RE1519M_pos,803.0,0.07751762233119476,0.29624699045521297,0.19521297184368314,RE1519M,RE1519,"1.00 * Flavin adenine dinucleotide oxidized [m] + 1.00 * cis-deca-4-enoyl-CoA [m] --> 1.00 * Flavin adenine dinucleotide reduced [m] + 1.00 * trans,cis-deca-2,4-dienoyl-CoA [m]
ACADL; ACOX1",ACADL; ACOX1,Fatty acid oxidation,1.3.99.13,0.0
RE1520M_pos,812.0,0.06193063821391844,0.31366315310473153,0.17542987461116472,RE1520M,RE1520,"1.00 * Water [m] + 1.00 * trans,cis-Lauro-2,6-dienoyl-CoA [m] --> 1.00 * (3S)-3-hydroxydodec-cis-6-enoyl-CoA [m]
ECHS1; EHHADH; HADHA; HADHB",ECHS1; EHHADH; HADHA; HADHB,Fatty acid oxidation,4.2.1.17,0.0
RE1521M_neg,846.0,0.024429771215977253,0.3566964697538478,0.10787064520027795,RE1521M,RE1521,"1.00 * Water [m] + 1.00 * trans-2-cis,cis-5,8-tetradecatrienoyl-CoA [m] --> 1.00 * 3(S)-hydroxy-5Z,8Z-tetradecadienoyl-CoA [m]
ECHS1; EHHADH; HADHA; HADHB",ECHS1; EHHADH; HADHA; HADHB,Fatty acid oxidation,4.2.1.17,0.0
RE1521M_pos,812.0,0.06193063821391844,0.3136631531047315,0.17542987461116472,RE1521M,RE1521,"1.00 * Water [m] + 1.00 * trans-2-cis,cis-5,8-tetradecatrienoyl-CoA [m] --> 1.00 * 3(S)-hydroxy-5Z,8Z-tetradecadienoyl-CoA [m]
ECHS1; EHHADH; HADHA; HADHB",ECHS1; EHHADH; HADHA; HADHB,Fatty acid oxidation,4.2.1.17,0.0
RE1522M_pos,812.0,0.06193063821391844,0.31366315310473164,0.17542987461116472,RE1522M,RE1522,"1.00 * Water [m] + 1.00 * trans,cis,cis-2,7,10-hexadecatrienoyl-CoA [m] --> 1.00 * (3S)-3-hydroxy-cis,cis-palmito-7,10-dienoyl-CoA [m]
ECHS1; EHHADH; HADHA; HADHB",ECHS1; EHHADH; HADHA; HADHB,Fatty acid oxidation,4.2.1.17,0.0
RE1523M_pos,812.0,0.06193063821391844,0.31366315310473153,0.17542987461116472,RE1523M,RE1523,"1.00 * Water [m] + 1.00 * trans,cis,cis-2,9,12-octadecatrienoyl-CoA [m] --> 1.00 * (3S)-3-hydroxylinoleoyl-CoA [m]
ECHS1; EHHADH; HADHA; HADHB",ECHS1; EHHADH; HADHA; HADHB,Fatty acid oxidation,4.2.1.17,0.0
RE1525M_pos,812.0,0.06193063821391844,0.31366315310473153,0.17542987461116472,RE1525M,RE1525,"1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * (3S)-3-hydroxy-cis,cis-palmito-7,10-dienoyl-CoA [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * 3-oxo-cis,cis-7,10-hexadecadienoyl-CoA [m]
EHHADH; HADH; HSD17B10; HSD17B4",EHHADH; HADH; HSD17B10; HSD17B4,Fatty acid oxidation,1.1.1.35,0.0
RE1526M_neg,846.0,0.024429771215977253,0.3566964697538476,0.10787064520027795,RE1526M,RE1526,"1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * 3(S)-hydroxy-5Z,8Z-tetradecadienoyl-CoA [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * 3-oxo-cis,cis-5,8-tetradecadienoyl-CoA [m]
EHHADH; HADH; HSD17B10; HSD17B4",EHHADH; HADH; HSD17B10; HSD17B4,Fatty acid oxidation,1.1.1.35,0.0
RE1526M_pos,812.0,0.06193063821391844,0.31366315310473136,0.17542987461116472,RE1526M,RE1526,"1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * 3(S)-hydroxy-5Z,8Z-tetradecadienoyl-CoA [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * 3-oxo-cis,cis-5,8-tetradecadienoyl-CoA [m]
EHHADH; HADH; HSD17B10; HSD17B4",EHHADH; HADH; HSD17B10; HSD17B4,Fatty acid oxidation,1.1.1.35,0.0
RE1527M_pos,812.0,0.06193063821391844,0.31366315310473125,0.17542987461116472,RE1527M,RE1527,"1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * (3S)-3-hydroxydodec-cis-6-enoyl-CoA [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * 3-oxolaur-6-cis-enoyl-CoA [m]
EHHADH; HADH; HSD17B10; HSD17B4",EHHADH; HADH; HSD17B10; HSD17B4,Fatty acid oxidation,1.1.1.35,0.0
RE1530C_neg,901.0,0.004095818845314042,0.7916761187782192,0.03435966130183218,RE1530C,RE1530,"1.00 * dGTP [c] + 1.00 * Deoxyuridine [c] --> 1.00 * proton [c] + 1.00 * dGDP [c] + 1.00 * dUMP [c]
No genes",,Pyrimidine synthesis,2.7.1.21,0.0
RE1530C_pos,1022.0,2.2801211644736846e-05,0.7565355352765156,0.0005302701711685241,RE1530C,RE1530,"1.00 * dGTP [c] + 1.00 * Deoxyuridine [c] --> 1.00 * proton [c] + 1.00 * dGDP [c] + 1.00 * dUMP [c]
No genes",,Pyrimidine synthesis,2.7.1.21,0.0
RE1530M_neg,795.0,0.09392698360100028,0.34505862232738854,0.21921887065447743,RE1530M,RE1530,"1.00 * dGTP [m] + 1.00 * Deoxyuridine [m] --> 1.00 * proton [m] + 1.00 * dGDP [m] + 1.00 * dUMP [m]
TK2",TK2,Pyrimidine synthesis,2.7.1.21,0.0
RE1530M_pos,777.0,0.14102029380658648,0.2545875390579304,0.2705718203247336,RE1530M,RE1530,"1.00 * dGTP [m] + 1.00 * Deoxyuridine [m] --> 1.00 * proton [m] + 1.00 * dGDP [m] + 1.00 * dUMP [m]
TK2",TK2,Pyrimidine synthesis,2.7.1.21,0.0
RE1531M_pos,812.0,0.06193063821391844,0.31366315310473164,0.17542987461116472,RE1531M,RE1531,"1.00 * Coenzyme A [m] + 1.00 * 3-oxolinoleoyl-CoA [m] --> 1.00 * Acetyl-CoA [m] + 1.00 * cis,cis-palmito-7,10-dienoyl-CoA [m]
ACAA2; HADHA; HADHB",ACAA2; HADHA; HADHB,Fatty acid oxidation,2.3.1.16,0.0
RE1532M_pos,812.0,0.06193063821391844,0.31366315310473114,0.17542987461116472,RE1532M,RE1532,"1.00 * Coenzyme A [m] + 1.00 * 3-oxo-cis,cis-7,10-hexadecadienoyl-CoA [m] --> 1.00 * Acetyl-CoA [m] + 1.00 * cis,cis-myristo-5,8-dienoyl-CoA [m]
ACAA2; HADHA; HADHB",ACAA2; HADHA; HADHB,Fatty acid oxidation,2.3.1.16,0.0
RE1533M_neg,846.0,0.024429771215977253,0.3566964697538477,0.10787064520027795,RE1533M,RE1533,"1.00 * Coenzyme A [m] + 1.00 * 3-oxo-cis,cis-5,8-tetradecadienoyl-CoA [m] --> 1.00 * Acetyl-CoA [m] + 1.00 * cis,cis-3,6-Dodecadienoyl-CoA [m]
ACAA2; HADHA; HADHB",ACAA2; HADHA; HADHB,Fatty acid oxidation,2.3.1.16,0.0
RE1533M_pos,812.0,0.06193063821391844,0.31366315310473153,0.17542987461116472,RE1533M,RE1533,"1.00 * Coenzyme A [m] + 1.00 * 3-oxo-cis,cis-5,8-tetradecadienoyl-CoA [m] --> 1.00 * Acetyl-CoA [m] + 1.00 * cis,cis-3,6-Dodecadienoyl-CoA [m]
ACAA2; HADHA; HADHB",ACAA2; HADHA; HADHB,Fatty acid oxidation,2.3.1.16,0.0
RE1534M_pos,812.0,0.06193063821391844,0.31366315310473153,0.17542987461116472,RE1534M,RE1534,"1.00 * Coenzyme A [m] + 1.00 * 3-oxolaur-6-cis-enoyl-CoA [m] --> 1.00 * Acetyl-CoA [m] + 1.00 * cis-deca-4-enoyl-CoA [m]
ACAA2; HADHA; HADHB",ACAA2; HADHA; HADHB,Fatty acid oxidation,2.3.1.16,0.0
